0,0,1.0
0,1,0.257263784303
0,2,0.371831853258
0,3,0.567039678429
0,4,0.0304010340053
0,5,0.434250100403
0,6,0.134115057985
0,7,0.155055612496
0,8,0.0321229249011
0,9,0.410638623703
0,10,0.998189466217
0,11,0.370149240372
0,12,0.125377230187
0,13,0.429361477447
0,14,0.594149295804
0,15,0.135132516376
0,16,0.325630363889
0,17,0.380273668518
0,18,0.328028171632
0,19,0.168429927036
0,20,0.87784657236
0,21,0.414257441112
0,22,0.341594214572
0,23,0.624934859613
0,24,0.205231210843
0,25,0.131325386767
0,26,0.645686981502
0,27,0.146731351264
0,28,0.256190135071
0,29,0.0747963584661
0,30,0.0610859343269
0,31,0.343551629575
0,32,0.15249482821
0,33,0.261874974681
0,34,0.384440513128
0,35,0.307160995215
0,36,0.46024835616
0,37,0.257971053882
0,38,0.57372309817
0,39,0.194645647409
0,40,0.477561942317
0,41,0.928048543368
0,42,0.205318286098
0,43,0.859764535065
0,44,0.142136471774
0,45,0.146433463896
0,46,0.114113290035
0,47,0.274993510466
0,48,0.190776672374
0,49,0.332747883301
0,50,0.0
0,51,0.0
0,52,0.0
0,53,0.0
0,54,0.0
0,55,0.0
0,56,0.0
0,57,0.0
0,58,0.0
0,59,0.0
0,60,0.0
0,61,0.0
0,62,0.0
0,63,0.0
0,64,0.0
0,65,0.0
0,66,0.0
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,0.0
0,72,0.0
0,73,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,77,0.0
0,78,0.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,83,0.0
0,84,0.0
0,85,0.0
0,86,0.0
0,87,0.0
0,88,0.0
0,89,0.0
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.0
0,94,0.0
0,95,0.0
0,96,0.0
0,97,0.0
0,98,0.0
0,99,0.0
0,100,0.0
0,101,0.0
0,102,0.0
0,103,0.0
0,104,0.0
0,105,0.0
0,106,0.0
0,107,0.0
0,108,0.0
0,109,0.0
0,110,0.0
0,111,0.0
0,112,0.0
0,113,0.0
0,114,0.0
0,115,0.0
0,116,0.0
0,117,0.0
0,118,0.0
0,119,0.0
0,120,0.0
0,121,0.00587926848466
0,122,0.0
0,123,0.0
0,124,0.0
0,125,0.0
0,126,0.0
0,127,0.0
0,128,0.0
0,129,0.0
0,130,0.0
0,131,0.0
0,132,0.0
0,133,0.0
0,134,0.0
0,135,0.0
0,136,0.0
0,137,0.0
0,138,0.0
0,139,0.0
0,140,0.0
0,141,0.0
0,142,0.00757211153545
0,143,0.0
0,144,0.0
0,145,0.0
0,146,0.0
0,147,0.0
0,148,0.0
0,149,0.0
1,0,0.257263784303
1,1,1.0
1,2,0.164267738667
1,3,0.798009552377
1,4,0.0701048115839
1,5,0.934772973537
1,6,0.268416129595
1,7,0.168183280417
1,8,0.601112974455
1,9,0.863875613837
1,10,0.261567490816
1,11,0.307711758181
1,12,0.675360146198
1,13,0.0565907622426
1,14,0.797519611229
1,15,0.102686056039
1,16,0.753169905442
1,17,0.967445426851
1,18,0.56357799481
1,19,0.40436456873
1,20,0.405195221458
1,21,0.922225896351
1,22,0.333669287685
1,23,0.780639555182
1,24,0.442997147677
1,25,0.930101581936
1,26,0.726292068073
1,27,0.601629646105
1,28,0.139231307623
